,brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
894,acer,Acer Aspire 3 UN.HVTSI.012 ,29990,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
895,lenovo,Lenovo Yoga 6 82UD0069IN ,78990,69.0,AMD,ryzen,5.0,6,16.0,16 ,LPDDR4X,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,3.0
896,msi,MSI Creator Pro M16 A12UJS-601IN Gaming ,196990,,Intel,i7,12.0,14,32.0,32 ,DDR4,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,3.0
897,chuwi,Chuwi Gemibook Pro ,27489,,Intel,celeron,,4,8.0,8 ,LPDDR4X,SSD,256.0,14.0, 2160 x 1440 ,Windows 11 ,1.0
898,hp,HP Omen 16-n0051AX Gaming ,160018,81.0,AMD,ryzen,6.0,8,32.0,32 ,DDR5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
899,hp,HP Omen 16-k0370TX Gaming ,180880,85.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
900,lenovo,Lenovo Ideapad Flex 5 82R70068IN ,75990,62.0,Intel,i5,12.0,10,8.0,8 ,LPDDR4x,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
901,hp,HP Omen 16-n0054AX Gaming ,139680,74.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
902,lenovo,Lenovo Thinkbook 15 21DJA04LIH ,67490,60.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
903,dell,Dell XPS 9315 ,129990,,Intel,i7,12.0,10,16.0,16 ,LPDDR5,SSD,512.0,13.4, 1920 x 1080 ,Windows 11 ,1.0
904,hp,HP Omen 16-n0049AX Gaming ,116180,66.0,AMD,ryzen,6.0,8,16.0,16 ,DDR4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
905,hp,HP Omen 16-n0050AX Gaming ,99800,66.0,AMD,ryzen,6.0,8,16.0,16 ,DDR4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
906,lenovo,Lenovo V14 Gen 2 ITL 82KAA001IH ,49999,,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,D,1.0
907,lenovo,Lenovo ThinkBook 13s Gen 2 20V9A03QIH ,69990,,Intel,i5,11.0,4,8.0,8 ,LPDDR4,SSD,512.0,13.0, 1920 x 1200 ,Windows 10 ,1.0
908,dell,Dell Vostro 15 3500 2022 ,67999,,Intel,i5,11.0,,8.0,8 ,DDR4,SSD,512.0,,,Windows 11 ,1.0
909,lenovo,Lenovo Thinkpad E14 Gen 21E3S05800 ,102490,66.0,Intel,i7,12.0,10,16.0,16 ,DDR4,SSD,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
910,lenovo,Lenovo Yoga 9 82LU008TIN ,179990,69.0,Intel,i7,12.0,14,16.0,16 ,LPDDR5,SSD,1024.0,14.0, 3840 x 2160 ,Windows 11 ,1.0
911,dell,Dell Vostro 3510 2022 ,49850,,Intel,i3,11.0,2,16.0,16 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
912,lenovo,Lenovo Yoga 7 Flip 82QE0060IN,111990,69.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
913,fujitsu,Fujitsu UH-X 4ZR1K06212 ,99990,68.0,Intel,i7,12.0,10,16.0,16 ,RAM,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,2.0
914,gigabyte,Gigabyte G5 RC45MD ,74990,71.0,Intel,i5,11.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
915,gigabyte,Gigabyte G5 RC45GD ,68990,71.0,Intel,i5,11.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
916,gigabyte,Gigabyte G5 RC45KD ,87800,72.0,Intel,i5,11.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
917,lenovo,Lenovo Thinkpad E14 20TAS13R00 ,89149,62.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.1, 1920 x 1080 ,Windows 11 ,1.0
918,dell,Dell Latitude 3520 ,38850,,Intel,i3,11.0,2,8.0,8 ,RAM,SSD,256.0,15.6, 1366 x 768 ,Ubuntu ,1.0
919,honor,Honor MagicBook X15 BohrBR-WAH9F ,67818,,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,
920,lenovo,Lenovo ThinkBook 14 20VDA0QTIH ,60100,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,D,1.0
921,hp,HP ProBook 450 G8 4Y7G3PA ,48500,61.0,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1366 x 768 ,Windows 10 ,3.0
922,dell,Dell Vostro 3510 2022 ,53100,,Intel,i3,11.0,2,16.0,16 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
923,lenovo,Lenovo Ideapad Flex 5 82HS015PIN ,62500,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
924,acer,Acer TravelMate TMB311-31 ,24990,,Intel,celeron,,4,4.0,4 ,DDR4,SSD,128.0,11.6, 1366 x 768 ,Windows 11 ,1.0
925,lenovo,Lenovo ThinkPad E15 20TDS0T900 ,44990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
926,fujitsu,Fujitsu UH-X 4ZR1J37875 ,89990,68.0,Intel,i5,12.0,10,16.0,16 ,LPDDR4X,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,2.0
927,dell,Dell Vostro 3510 2022 ,49800,,Intel,i3,11.0,2,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
928,fujitsu,Fujitsu UH-X 4ZR1J37876 ,99990,69.0,Intel,i7,12.0,10,16.0,16 ,LPDDR4X,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,2.0
929,lenovo,Lenovo ThinkPad E15 20TDS0TA00 ,71300,60.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
930,dell,Dell Vostro 5320 ,78990,,Intel,i5,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,13.3, 2560 x 1600 ,Windows 11 ,1.0
931,lenovo,Lenovo V15 Gen 2 ITL 82KB00JKIH ,57900,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
932,lenovo,Lenovo ThinkPad E14 20RAS0LY00 ,42500,,Intel,i3,10.0,2,4.0,4 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,D,1.0
933,dell,Dell XPS 13 Plus ,171000,69.0,Intel,i5,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,13.4, 3840 x 2400 ,Windows 11 ,1.0
934,acer,Acer Aspire 3 A315-23 ,51500,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
935,acer,Acer Nitro 5 AN515-46 ,99990,76.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,Hard Disk,1024.0,15.6, 2560 x 1440 ,Windows 11 ,
936,acer,Acer Aspire 5 A515-45-R1YC ,44990,,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
937,acer,Acer Nitro 5 AN515-46 Gaming ,129990,,AMD,ryzen,,,16.0,16,,Hard Disk,,,,Win11 Home,
938,hp,HP Envy 16-h0025tx ,192490,76.0,Intel,i9,12.0,14,16.0,16 ,DDR5,SSD,1024.0,16.0, 3840 x 2160 ,Windows 11 ,1.0
939,hp,HP Omen 16-C0136AX ,75299,72.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,16.1, 1920 x 1080 ,Windows 10 ,1.0
940,lenovo,Lenovo Legion 5 Pro 82RG009AIN ,149990,76.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
941,hp,HP Envy x360 13-bf0058TU ,103000,67.0,Intel,i5,12.0,10,16.0,16 ,LPDDR4x,SSD,512.0,13.3, 2880 x 1800 ,Windows 11 ,1.0
942,hp,HP Envy x360 16-h0028TX ,143990,69.0,Intel,i7,12.0,10,16.0,16 ,LPDDR4x,SSD,512.0,13.3, 3840 x 2400 ,Windows 11 ,1.0
943,lenovo,Lenovo Legion 5 Pro 82RG00EKIN ,177999,82.0,AMD,ryzen,6.0,8,32.0,32 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
944,gigabyte,Gigabyte Aero 5 XE4 OLED ,185490,81.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
945,lenovo,Lenovo V14-IIL 82C4019YIH ,48000,,Intel,i5,10.0,4,4.0,4 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,1.0
946,lenovo,Lenovo V14 G2-ITL 82KAA025IH ,51500,,Intel,i3,11.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
947,hp,HP Chromebook 14a-na1004TU ,25020,,Intel,celeron,,2,4.0,4 ,LPDDR4,Hard Disk,64.0,14.0, 1366 x 768 ,Chrome ,1.0
948,asus,Asus VivoBook 14 2022 X1402ZA-MW512WS ,66990,67.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
949,dell,Dell Latitude 3420 ,74999,65.0,Intel,i5,11.0,4,16.0,16 ,DDR4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 10 ,
950,lenovo,Lenovo E41-55 ‎82C700FNGE ,21999,,AMD,athlon,,2,4.0,4 ,RAM,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
951,hp,HP 250 G8 6G9R1PA Notebook,35899,,Intel,i3,11.0,,8.0,8 ,DDR4,SSD,512.0,,,D,1.0
952,acer,Acer TravelMate TMP215-53 ,26990,,Intel,pentium,,2,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 11 ,1.0
953,lenovo,Lenovo IdeaPad Slim 5 82FG01HAIN ,62990,,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
954,honor,Honor Magicbook V14 2022 ,68999,71.0,Intel,i5,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.2, 2520 x 1680 ,Windows 11 ,
955,lenovo,Lenovo ThinkPad X1 Yoga 20XYS00R00 ,248890,66.0,Intel,i7,11.0,4,16.0,16 ,RAM,SSD,1024.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
956,huawei,Huawei MateBook D14 ,71975,62.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
958,lenovo,Lenovo ThinkPad T14 2021 20W0S03F00 ,87000,66.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
959,msi,MSI Creator M16 A11UC-669IN ,115990,78.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,512.0,16.0, 2560 x 1600 ,Windows 10 ,1.0
960,dell,Dell Inspiron 3511 ,48000,,Intel,i3,11.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,15.56, 1920 x 1080 ,Windows 11 ,
961,huawei,Huawei MateBook 14 2021‎ WDH9A ,100931,61.0,Intel,i5,11.0,4,8.0,8 ,RAM,SSD,512.0,14.0, 2160 x 1440 ,Windows 10 ,1.0
962,asus,Asus ROG Zephyrus G14 GA402RJZ-L4136WS Gaming ,155000,82.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
963,asus,Asus ROG Flow X16 2022 GV601RM-M5053WS Gaming ,187990,87.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,1.0
964,lenovo,Lenovo IdeaPad 3 82KU00LQIN ,36524,,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
965,huawei,Huawei MateBook X Pro 2022 ,113999,65.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,14.2, 3120 x 2080 ,Windows 11 ,1.0
966,lenovo,Lenovo V14 Gen 2 82KAA002IH ,47199,,Intel,i5,11.0,4,8.0,8 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,D,1.0
967,lenovo,Lenovo ThinkBook 13s ITL Gen 2 20V9A036IH ,85999,65.0,Intel,i7,11.0,4,16.0,16 ,LPDDR4,SSD,512.0,13.0, 2560 x 1600 ,Windows 11 ,1.0
968,lenovo,Lenovo V14 ITL G2 ‎82KA009RIX ,68495,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,256.0,14.1, 1920 x 1080 ,Windows 11 ,1.0
969,huawei,Huawei MateBook X Pro 2022 ,124990,66.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,1024.0,14.2, 3120 x 2080 ,Windows 11 ,1.0
970,lenovo,Lenovo IdeaPad Flex 5 82R7006HIN ,74490,69.0,Intel,i7,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
971,msi,MSI Gaming Katana GF76 11UD-849IN ,76169,69.0,Intel,i7,11.0,8,16.0,16 ,RAM,SSD,512.0,17.32, 1920 x 1080 ,Windows 11 ,1.0
972,lenovo,Lenovo Yoga Slim 7 Pro 82NC00FRIN ,74517,62.0,Intel,i5,11.0,4,16.0,16 ,LPDDR4x,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
973,acer,Acer Swift X SFX14-41G ,76000,65.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
974,acer,Acer Swift X SFX14-41G ,79730,66.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
975,dell,Dell Vostro 3400 ,38499,,Intel,i3,11.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
976,gigabyte,Gigabyte Aorus 5 SE4 Gaming ,144990,75.0,Intel,i7,12.0,14,16.0,16 ,DDR4,Hard Disk,,,,Windows 11 ,2.0
977,asus,Asus ROG Flow X13 GV301RE-LJ156WS Gaming ,171990,81.0,AMD,ryzen,6.0,8,32.0,32 ,LPDDR5,SSD,1024.0,13.4, 1920 x 1200 ,Windows 11 ,1.0
978,lenovo,Lenovo Thinkbook 14 Gen 2 20VDA0G9IH ,83399,,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
979,agb,AGB Octev GA-9009 Gaming ,65000,61.0,Intel,i7,11.0,4,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
980,lenovo,Lenovo Thinkpad L13 Gen 2 20VHS07500 ,92999,66.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,3.0
981,lenovo,Lenovo 15ACH6 82JW00P5IN ,69990,71.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1200 ,Windows 11 ,1.0
982,acer,Acer Nitro 5 AN515-45 NH.QCLSI.004 Gaming ,66918,67.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
983,gigabyte,Gigabyte Aero 5 KE4 OLED ,143990,79.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
984,lenovo,Lenovo V14 G2-ITL 82KA00G8IH ,29500,,Intel,i3,11.0,2,4.0,4 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,D,1.0
985,lenovo,Lenovo IdeaPad Slim 5 15ITL05 82SE0061IN ,63990,62.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
986,acer,Acer Spin 3 SP314-55N ,84999,,Intel,i5,12.0,10,16.0,16 ,LPDDR4X,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
987,msi,MSI Crosshair 15 B12UEZ-897IN Gaming ,111990,76.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
988,msi,MSI Vector GP76 12UGSO-868IN Gaming ,185890,82.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,2.0
989,msi,MSI Creator M16 A12UD-633IN ,105990,79.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,512.0,16.0, 2560 x 1660 ,Windows 11 ,2.0
990,msi,MSI Creator Pro M16 A12UIS-634IN Gaming ,119990,80.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,1024.0,16.0, 2560 x 1660 ,Windows 11 ,2.0
991,msi,MSI Thin GF63 11SC-1046IN Gaming ,51990,69.0,Intel,i5,11.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
992,asus,Asus ROG Strix SCAR 17 SE G733CX-LL021X Gaming ,359999,85.0,Intel,i9,12.0,,32.0,32 ,DDR5,SSD,4096.0,17.3, 2560 x 1440 ,Windows 11 ,1.0
993,lenovo,Lenovo ThinkPad X1 Carbon 20XWS1XJ00 ,245250,62.0,Intel,i7,11.0,4,16.0,16 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
994,chuwi,Chuwi HeroBook Pro ,23990,,Intel,,,2,8.0,8 ,DDR3,SSD,256.0,14.1, 1366 x 768 ,Windows 10 ,0.08
995,acer,Acer Aspire 3 A315-23 NX.HVTSI.008 ,35990,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
996,msi,MSI Gaming Katana GF66 12UE-262IN ,144834,75.0,Intel,i7,12.0,14,16.0,16 ,RAM,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
997,asus,Asus ROG Strix Scar 15 G533ZXZ-LN116WS Gaming ,281990,87.0,Intel,i9,12.0,14,32.0,32 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
998,msi,MSI Katana GF76 11UE-485IN ,92900,72.0,Intel,i7,11.0,8,16.0,16 ,RAM,SSD,512.0,17.32, 1920 x 1080 ,Windows 11 ,1.0
999,lenovo,Lenovo IdeaPad 3 15ITL6 82H802KYIN ,51990,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
1000,lenovo,Lenovo ThinkPad E15 20T8S0MD00 ,86700,62.0,AMD,ryzen,4.0,8,8.0,8 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
1001,asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ501WS ,68200,,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
1002,asus,Asus VivoBook Ultra K14 K413EA-EB523WS ,56990,61.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
1003,asus,Asus VivoBook 15 X515JA-EJ312WS ,32990,,Intel,i3,10.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
1004,hp,HP Spectre x360 13-ef0057TU ,108990,69.0,Intel,i5,12.0,10,16.0,16 ,LPDDR4x,SSD,512.0,13.5, 1920 x 1280 ,Windows 11 ,1.0
1005,dell,Dell Inspiron 7420 D560828WIN9S ,80990,,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
1006,hp,HP Spectre x360 13-ef0052TU OLED ,110480,67.0,Intel,i5,12.0,10,8.0,8 ,LPDDR4x,SSD,512.0,13.5, 3000 x 2000 ,Windows 11 ,1.0
1007,asus,Asus ROG Strix G17 G713RM-KH168W Gaming ,137028,67.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
1008,gigabyte,Gigabyte Aorus 15 XE5 Gaming ,184900,82.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
1009,hp,HP Spectre x360 16-f1009TX ,176990,74.0,Intel,i7,12.0,12,16.0,16 ,LPDDR4x,SSD,1024.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
1010,asus,Asus ROG Zephyrus G15 2022 GA503RM-HQ030WS Gaming ,161990,84.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
1011,msi,MSI Stealth GS77 12UGS Gaming ,308990,,Intel,i7,12.0,14,32.0,32 ,DDR5,SSD,2048.0,17.3, 2560 x 1440 ,Windows 11 ,2.0
1012,asus,Asus ProArt StudioBook Pro 16 H7600ZW-L711WS ,238121,,Intel,i7,12.0,14,32.0,32 ,DDR5,SSD,1024.0,16.0, 3840 x 2400 ,Windows 10 ,1.0
1013,asus,Asus ProArt StudioBook Pro 16 H7600ZM-L901WS ,217490,87.0,Intel,i9,12.0,14,16.0,16 ,DDR5,SSD,1024.0,16.0, 3840 x 2400 ,Windows 11 ,1.0
1014,dell,Dell Latitude 3420 ,42000,,Intel,i3,11.0,2,4.0,4 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,Ubuntu ,1.0
1015,hp,HP 250 G8 64Q91PA ,64000,,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 11 ,1.0
1016,asus,Asus ROG Zephyrus G15 2022 GA503RM-HQ057WS Gaming ,161990,85.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
1017,dell,Dell Latitude 3420 ,34800,,Intel,i3,11.0,2,4.0,4 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,Ubuntu ,1.0
1018,dell,Dell Latitude 3420 ,41500,,Intel,i3,11.0,2,4.0,4 ,DDR4,Hard Disk,1024.0,14.0, 1366 x 768 ,Ubuntu ,
1019,lenovo,Lenovo Ideapad Slim 5 82FG01B5IN ,72759,67.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
